Transaction_Date,Sale_Amount,Store_Location,State,Territory_Manager
2024-01-28,2.88,Cape May,New Jersey,Miami Vue
2024-01-29,74.28,Montclair,New Jersey,Miami Vue
2024-01-29,25.0,Hackensack,New Jersey,Miami Vue
2024-01-29,9.09,Hoboken,New Jersey,Miami Vue
2024-01-29,9.09,Hoboken,New Jersey,Miami Vue
2024-01-29,16.6,Jersey City,New Jersey,Miami Vue
2024-01-29,26.52,Jersey City,New Jersey,Miami Vue
2024-01-29,10.16,Montclair,New Jersey,Miami Vue
2024-01-29,74.28,Morristown,New Jersey,Miami Vue
2024-01-29,212.32,Trenton,New Jersey,Miami Vue
2024-01-29,6.0,Newark,New Jersey,Miami Vue
2024-01-29,27.52,Passaic,New Jersey,Miami Vue
2024-01-29,6.0,Passaic,New Jersey,Miami Vue
2024-01-29,204.58,Trenton,New Jersey,Miami Vue
2024-01-29,110.25,Trenton,New Jersey,Miami Vue
2024-01-29,4.0,Trenton,New Jersey,Miami Vue
2024-01-29,74.28,Hackensack,New Jersey,Miami Vue
2024-01-29,101.96,Newark,New Jersey,Miami Vue
2024-01-29,14.0,East Orange,New Jersey,Miami Vue
2024-01-29,47.61,Cape May,New Jersey,Miami Vue
2024-01-29,34.43,Clifton,New Jersey,Miami Vue
2024-01-29,219.3,Bangor,Maine,Erbayne Middleton
2024-01-29,43.3,Bar Harbor,Maine,Erbayne Middleton
2024-01-29,43.3,Bar Harbor,Maine,Erbayne Middleton
2024-01-29,24.0,Kennebunkport,Maine,Erbayne Middleton
2024-01-29,32.64,Kennebunkport,Maine,Erbayne Middleton
2024-01-29,20.36,Kennebunkport,Maine,Erbayne Middleton
2024-01-29,1301.88,Lewiston,Maine,Erbayne Middleton
2024-01-29,75.42,Bar Harbor,Maine,Erbayne Middleton
2024-01-29,4.24,Orono,Maine,Erbayne Middleton
2024-01-29,2.88,Orono,Maine,Erbayne Middleton
2024-01-29,1376.44,South Portland,Maine,Erbayne Middleton
2024-01-29,346.68,Atlantic City,New Jersey,Miami Vue
2024-01-29,13.13,Bayonne,New Jersey,Miami Vue
2024-01-29,120.82,East Orange,New Jersey,Miami Vue
2024-01-29,1250.96,Clifton,New Jersey,Miami Vue
2024-01-29,188.2,Lewiston,Maine,Erbayne Middleton
2024-01-30,205.8,Montclair,New Jersey,Miami Vue
2024-01-30,165.5,Montclair,New Jersey,Miami Vue
2024-01-30,24.28,New Brunswick,New Jersey,Miami Vue
2024-01-30,155.0,New Brunswick,New Jersey,Miami Vue
2024-01-30,126.18,Newark,New Jersey,Miami Vue
2024-01-30,28.92,Newark,New Jersey,Miami Vue
2024-01-30,33.1,Vineland,New Jersey,Miami Vue
2024-01-30,76.4,Trenton,New Jersey,Miami Vue
2024-01-30,223.8,Trenton,New Jersey,Miami Vue
2024-01-30,13.13,Vineland,New Jersey,Miami Vue
2024-01-30,13.13,Vineland,New Jersey,Miami Vue
2024-01-30,20.36,Jersey City,New Jersey,Miami Vue
2024-01-30,24.28,Newark,New Jersey,Miami Vue
2024-01-30,24.28,Hoboken,New Jersey,Miami Vue
2024-01-30,1294.3,Hackensack,New Jersey,Miami Vue
2024-01-30,2.4,Cape May,New Jersey,Miami Vue
2024-01-30,20.36,Bangor,Maine,Erbayne Middleton
2024-01-30,9.45,Bangor,Maine,Erbayne Middleton
2024-01-30,12.15,Kennebunkport,Maine,Erbayne Middleton
2024-01-30,14.6,Lewiston,Maine,Erbayne Middleton
2024-01-30,798.8,Orono,Maine,Erbayne Middleton
2024-01-30,312.7,South Portland,Maine,Erbayne Middleton
2024-01-30,367.08,Lewiston,Maine,Erbayne Middleton
2024-01-30,10.1,South Portland,Maine,Erbayne Middleton
2024-01-30,10.1,South Portland,Maine,Erbayne Middleton
2024-01-30,144.0,Bayonne,New Jersey,Miami Vue
2024-01-30,52.4,Bayonne,New Jersey,Miami Vue
2024-01-30,12.88,Bayonne,New Jersey,Miami Vue
2024-01-30,17.7,South Portland,Maine,Erbayne Middleton
2024-01-31,9.45,New Brunswick,New Jersey,Miami Vue
2024-01-31,57.7,Hackensack,New Jersey,Miami Vue
2024-01-31,11.0,Jersey City,New Jersey,Miami Vue
2024-01-31,47.61,Jersey City,New Jersey,Miami Vue
2024-01-31,6.0,Morristown,New Jersey,Miami Vue
2024-01-31,20.36,New Brunswick,New Jersey,Miami Vue
2024-01-31,7.85,New Brunswick,New Jersey,Miami Vue
2024-01-31,187.44,Vineland,New Jersey,Miami Vue
2024-01-31,36.15,Newark,New Jersey,Miami Vue
2024-01-31,36.15,Newark,New Jersey,Miami Vue
2024-01-31,9.09,Passaic,New Jersey,Miami Vue
2024-01-31,9.09,Passaic,New Jersey,Miami Vue
2024-01-31,12.32,Trenton,New Jersey,Miami Vue
2024-01-31,14.6,Hackensack,New Jersey,Miami Vue
2024-01-31,12.12,Vineland,New Jersey,Miami Vue
2024-01-31,61.14,Newark,New Jersey,Miami Vue
2024-01-31,74.28,Clifton,New Jersey,Miami Vue
2024-01-31,14.6,Bar Harbor,Maine,Erbayne Middleton
2024-01-31,1161.14,Clifton,New Jersey,Miami Vue
2024-01-31,164.2,Clifton,New Jersey,Miami Vue
2024-01-31,76.53,Kennebunkport,Maine,Erbayne Middleton
2024-01-31,75.42,Kennebunkport,Maine,Erbayne Middleton
2024-01-31,28.92,Kennebunkport,Maine,Erbayne Middleton
2024-01-31,1763.7,Orono,Maine,Erbayne Middleton
2024-01-31,1294.3,South Portland,Maine,Erbayne Middleton
2024-01-31,6.02,South Portland,Maine,Erbayne Middleton
2024-01-31,28.69,Bangor,Maine,Erbayne Middleton
2024-01-31,40.55,Atlantic City,New Jersey,Miami Vue
2024-01-31,281.43,Bayonne,New Jersey,Miami Vue
2024-01-31,36.15,Bayonne,New Jersey,Miami Vue
2024-01-31,36.15,Bayonne,New Jersey,Miami Vue
2024-01-31,379.4,Cape May,New Jersey,Miami Vue
2024-01-31,17.7,Cape May,New Jersey,Miami Vue
2024-01-31,17.7,Cape May,New Jersey,Miami Vue
2024-01-31,4.0,Atlantic City,New Jersey,Miami Vue
2024-02-01,2.4,Morristown,New Jersey,Miami Vue
2024-02-01,71.8,Trenton,New Jersey,Miami Vue
2024-02-01,110.25,Morristown,New Jersey,Miami Vue
2024-02-01,23.44,New Brunswick,New Jersey,Miami Vue
2024-02-01,9.45,New Brunswick,New Jersey,Miami Vue
2024-02-01,1294.3,Newark,New Jersey,Miami Vue
2024-02-01,29.3,Newark,New Jersey,Miami Vue
2024-02-01,8.45,Newark,New Jersey,Miami Vue
2024-02-01,24.28,Newark,New Jersey,Miami Vue
2024-02-01,14.32,Passaic,New Jersey,Miami Vue
2024-02-01,50.96,Trenton,New Jersey,Miami Vue
2024-02-01,20.36,Trenton,New Jersey,Miami Vue
2024-02-01,74.28,Hoboken,New Jersey,Miami Vue
2024-02-01,715.0,Newark,New Jersey,Miami Vue
2024-02-01,10.16,Hackensack,New Jersey,Miami Vue
2024-02-01,13.13,Clifton,New Jersey,Miami Vue
2024-02-01,14.0,East Orange,New Jersey,Miami Vue
2024-02-01,25.0,Bangor,Maine,Erbayne Middleton
2024-02-01,6.0,Bangor,Maine,Erbayne Middleton
2024-02-01,171.9,Lewiston,Maine,Erbayne Middleton
2024-02-01,12.0,Orono,Maine,Erbayne Middleton
2024-02-01,6.02,Orono,Maine,Erbayne Middleton
2024-02-01,10.16,Orono,Maine,Erbayne Middleton
2024-02-01,74.28,East Orange,New Jersey,Miami Vue
2024-02-01,24.28,South Portland,Maine,Erbayne Middleton
2024-02-01,14.0,Atlantic City,New Jersey,Miami Vue
2024-02-01,39.72,Cape May,New Jersey,Miami Vue
2024-02-01,152.4,Clifton,New Jersey,Miami Vue
2024-02-01,88.42,East Orange,New Jersey,Miami Vue
2024-02-01,57.7,South Portland,Maine,Erbayne Middleton
2024-02-02,961.14,Montclair,New Jersey,Miami Vue
2024-02-02,76.36,Morristown,New Jersey,Miami Vue
2024-02-02,19.36,New Brunswick,New Jersey,Miami Vue
2024-02-02,19.36,New Brunswick,New Jersey,Miami Vue
2024-02-02,9.95,New Brunswick,New Jersey,Miami Vue
2024-02-02,15.24,Newark,New Jersey,Miami Vue
2024-02-02,1717.7,Trenton,New Jersey,Miami Vue
2024-02-02,5.0,Passaic,New Jersey,Miami Vue
2024-02-02,33.1,Trenton,New Jersey,Miami Vue
2024-02-02,33.1,Trenton,New Jersey,Miami Vue
2024-02-02,113.43,Vineland,New Jersey,Miami Vue
2024-02-02,19.36,Jersey City,New Jersey,Miami Vue
2024-02-02,827.45,Passaic,New Jersey,Miami Vue
2024-02-02,237.28,Hackensack,New Jersey,Miami Vue
2024-02-02,9.09,Hoboken,New Jersey,Miami Vue
2024-02-02,126.18,East Orange,New Jersey,Miami Vue
2024-02-02,187.25,East Orange,New Jersey,Miami Vue
2024-02-02,1317.7,Bangor,Maine,Erbayne Middleton
2024-02-02,12.15,Bangor,Maine,Erbayne Middleton
2024-02-02,7.0,Bar Harbor,Maine,Erbayne Middleton
2024-02-02,10.16,Kennebunkport,Maine,Erbayne Middleton
2024-02-02,12.7,Kennebunkport,Maine,Erbayne Middleton
2024-02-02,193.25,Orono,Maine,Erbayne Middleton
2024-02-02,12.15,Kennebunkport,Maine,Erbayne Middleton
2024-02-02,2.88,South Portland,Maine,Erbayne Middleton
2024-02-02,75.88,Atlantic City,New Jersey,Miami Vue
2024-02-02,26.52,Atlantic City,New Jersey,Miami Vue
2024-02-02,102.09,Bayonne,New Jersey,Miami Vue
2024-02-02,26.52,Clifton,New Jersey,Miami Vue
2024-02-02,17.7,Orono,Maine,Erbayne Middleton
2024-02-03,815.0,Newark,New Jersey,Miami Vue
2024-02-03,61.14,Morristown,New Jersey,Miami Vue
2024-02-03,33.1,Morristown,New Jersey,Miami Vue
2024-02-03,39.75,Morristown,New Jersey,Miami Vue
2024-02-03,23.44,New Brunswick,New Jersey,Miami Vue
2024-02-03,23.44,New Brunswick,New Jersey,Miami Vue
2024-02-03,4.0,Newark,New Jersey,Miami Vue
2024-02-03,24.0,Vineland,New Jersey,Miami Vue
2024-02-03,108.33,Trenton,New Jersey,Miami Vue
2024-02-03,187.25,Trenton,New Jersey,Miami Vue
2024-02-03,57.7,Trenton,New Jersey,Miami Vue
2024-02-03,107.06,Vineland,New Jersey,Miami Vue
2024-02-03,52.4,Vineland,New Jersey,Miami Vue
2024-02-03,57.12,Vineland,New Jersey,Miami Vue
2024-02-03,29.3,Montclair,New Jersey,Miami Vue
2024-02-03,213.82,Passaic,New Jersey,Miami Vue
2024-02-03,57.7,Montclair,New Jersey,Miami Vue
2024-02-03,24.28,Kennebunkport,Maine,Erbayne Middleton
2024-02-03,26.52,Jersey City,New Jersey,Miami Vue
2024-02-03,2.4,Bar Harbor,Maine,Erbayne Middleton
2024-02-03,59.58,Jersey City,New Jersey,Miami Vue
2024-02-03,263.88,Lewiston,Maine,Erbayne Middleton
2024-02-03,71.8,Orono,Maine,Erbayne Middleton
2024-02-03,2.4,South Portland,Maine,Erbayne Middleton
2024-02-03,9.45,South Portland,Maine,Erbayne Middleton
2024-02-03,1301.88,Atlantic City,New Jersey,Miami Vue
2024-02-03,228.3,South Portland,Maine,Erbayne Middleton
2024-02-03,28.92,Atlantic City,New Jersey,Miami Vue
2024-02-03,241.4,Clifton,New Jersey,Miami Vue
2024-02-03,28.92,Clifton,New Jersey,Miami Vue
2024-02-03,10.1,Clifton,New Jersey,Miami Vue
2024-02-03,10.1,Hoboken,New Jersey,Miami Vue
2024-02-03,9.95,Hoboken,New Jersey,Miami Vue
2024-02-03,26.52,Atlantic City,New Jersey,Miami Vue
2024-02-04,17.7,Newark,New Jersey,Miami Vue
2024-02-04,57.12,New Brunswick,New Jersey,Miami Vue
2024-02-04,9.09,Vineland,New Jersey,Miami Vue
2024-02-04,19.36,Newark,New Jersey,Miami Vue
2024-02-04,223.8,Newark,New Jersey,Miami Vue
2024-02-04,13.0,Passaic,New Jersey,Miami Vue
2024-02-04,43.3,New Brunswick,New Jersey,Miami Vue
2024-02-04,9.09,Trenton,New Jersey,Miami Vue
2024-02-04,9.95,Trenton,New Jersey,Miami Vue
2024-02-04,12.0,Trenton,New Jersey,Miami Vue
2024-02-04,17.7,Trenton,New Jersey,Miami Vue
2024-02-04,6.02,Vineland,New Jersey,Miami Vue
2024-02-04,9.09,Trenton,New Jersey,Miami Vue
2024-02-04,43.3,New Brunswick,New Jersey,Miami Vue
2024-02-04,6.02,Newark,New Jersey,Miami Vue
2024-02-04,61.14,Morristown,New Jersey,Miami Vue
2024-02-04,10.1,Bangor,Maine,Erbayne Middleton
2024-02-04,771.36,Bar Harbor,Maine,Erbayne Middleton
2024-02-04,39.72,Kennebunkport,Maine,Erbayne Middleton
2024-02-04,61.14,Kennebunkport,Maine,Erbayne Middleton
2024-02-04,12.3,Lewiston,Maine,Erbayne Middleton
2024-02-04,39.75,South Portland,Maine,Erbayne Middleton
2024-02-04,9.45,Morristown,New Jersey,Miami Vue
2024-02-04,7.85,Bayonne,New Jersey,Miami Vue
2024-02-04,24.2,Cape May,New Jersey,Miami Vue
2024-02-04,26.52,Clifton,New Jersey,Miami Vue
2024-02-04,2.88,East Orange,New Jersey,Miami Vue
2024-02-04,19.48,Hackensack,New Jersey,Miami Vue
2024-02-04,24.28,Hoboken,New Jersey,Miami Vue
2024-02-04,25.0,Bayonne,New Jersey,Miami Vue
2024-02-05,272.24,Hackensack,New Jersey,Miami Vue
2024-02-05,44.0,Hackensack,New Jersey,Miami Vue
2024-02-05,24.28,Montclair,New Jersey,Miami Vue
2024-02-05,253.4,Morristown,New Jersey,Miami Vue
2024-02-05,8.0,New Brunswick,New Jersey,Miami Vue
2024-02-05,136.12,Newark,New Jersey,Miami Vue
2024-02-05,8.45,Newark,New Jersey,Miami Vue
2024-02-05,6.0,Newark,New Jersey,Miami Vue
2024-02-05,20.36,Passaic,New Jersey,Miami Vue
2024-02-05,17.7,Trenton,New Jersey,Miami Vue
2024-02-05,107.06,Vineland,New Jersey,Miami Vue
2024-02-05,50.96,East Orange,New Jersey,Miami Vue
2024-02-05,133.1,Newark,New Jersey,Miami Vue
2024-02-05,12.0,Clifton,New Jersey,Miami Vue
2024-02-05,171.9,East Orange,New Jersey,Miami Vue
2024-02-05,12.3,Clifton,New Jersey,Miami Vue
2024-02-05,6.52,Clifton,New Jersey,Miami Vue
2024-02-05,16.6,Bangor,Maine,Erbayne Middleton
2024-02-05,2.4,Bar Harbor,Maine,Erbayne Middleton
2024-02-05,40.55,Bar Harbor,Maine,Erbayne Middleton
2024-02-05,296.6,South Portland,Maine,Erbayne Middleton
2024-02-05,12.0,South Portland,Maine,Erbayne Middleton
2024-02-05,207.85,Atlantic City,New Jersey,Miami Vue
2024-02-05,652.9,Kennebunkport,Maine,Erbayne Middleton
2024-02-05,28.92,Atlantic City,New Jersey,Miami Vue
2024-02-05,20.36,Bayonne,New Jersey,Miami Vue
2024-02-05,187.25,Cape May,New Jersey,Miami Vue
2024-02-05,32.64,Cape May,New Jersey,Miami Vue
2024-02-05,9.95,Cape May,New Jersey,Miami Vue
2024-02-05,74.28,Atlantic City,New Jersey,Miami Vue
2024-02-06,26.52,Newark,New Jersey,Miami Vue
2024-02-06,9.45,Montclair,New Jersey,Miami Vue
2024-02-06,346.68,Montclair,New Jersey,Miami Vue
2024-02-06,2.4,Morristown,New Jersey,Miami Vue
2024-02-06,221.48,Morristown,New Jersey,Miami Vue
2024-02-06,25.0,Morristown,New Jersey,Miami Vue
2024-02-06,24.28,Morristown,New Jersey,Miami Vue
2024-02-06,40.55,Newark,New Jersey,Miami Vue
2024-02-06,223.8,Trenton,New Jersey,Miami Vue
2024-02-06,52.96,Trenton,New Jersey,Miami Vue
2024-02-06,52.96,Trenton,New Jersey,Miami Vue
2024-02-06,26.4,Trenton,New Jersey,Miami Vue
2024-02-06,48.0,Trenton,New Jersey,Miami Vue
2024-02-06,27.52,Trenton,New Jersey,Miami Vue
2024-02-06,57.7,Trenton,New Jersey,Miami Vue
2024-02-06,61.14,Trenton,New Jersey,Miami Vue
2024-02-06,1763.7,Jersey City,New Jersey,Miami Vue
2024-02-06,6.85,Passaic,New Jersey,Miami Vue
2024-02-06,6.02,Hoboken,New Jersey,Miami Vue
2024-02-06,20.36,Orono,Maine,Erbayne Middleton
2024-02-06,28.92,Hackensack,New Jersey,Miami Vue
2024-02-06,57.7,Hoboken,New Jersey,Miami Vue
2024-02-06,102.09,Bar Harbor,Maine,Erbayne Middleton
2024-02-06,44.5,Bar Harbor,Maine,Erbayne Middleton
2024-02-06,12.12,Kennebunkport,Maine,Erbayne Middleton
2024-02-06,14.0,Lewiston,Maine,Erbayne Middleton
2024-02-06,39.72,Orono,Maine,Erbayne Middleton
2024-02-06,296.6,South Portland,Maine,Erbayne Middleton
2024-02-06,1257.12,Atlantic City,New Jersey,Miami Vue
2024-02-06,13.13,Lewiston,Maine,Erbayne Middleton
2024-02-06,48.96,Bayonne,New Jersey,Miami Vue
2024-02-06,74.28,Cape May,New Jersey,Miami Vue
2024-02-06,24.28,Clifton,New Jersey,Miami Vue
2024-02-06,622.32,East Orange,New Jersey,Miami Vue
2024-02-06,14.6,East Orange,New Jersey,Miami Vue
2024-02-06,30.16,Hackensack,New Jersey,Miami Vue
2024-02-06,144.4,Hackensack,New Jersey,Miami Vue
2024-02-06,33.1,Atlantic City,New Jersey,Miami Vue
2024-02-07,66.0,Hoboken,New Jersey,Miami Vue
2024-02-07,9.95,East Orange,New Jersey,Miami Vue
2024-02-07,32.64,East Orange,New Jersey,Miami Vue
2024-02-07,68.88,Hackensack,New Jersey,Miami Vue
2024-02-07,12.4,Hackensack,New Jersey,Miami Vue
2024-02-07,25.0,Hackensack,New Jersey,Miami Vue
2024-02-07,133.1,Hoboken,New Jersey,Miami Vue
2024-02-07,17.7,Hoboken,New Jersey,Miami Vue
2024-02-07,26.52,East Orange,New Jersey,Miami Vue
2024-02-07,6.02,Jersey City,New Jersey,Miami Vue
2024-02-07,346.68,New Brunswick,New Jersey,Miami Vue
2024-02-07,254.9,Newark,New Jersey,Miami Vue
2024-02-07,12.3,Newark,New Jersey,Miami Vue
2024-02-07,27.52,Passaic,New Jersey,Miami Vue
2024-02-07,39.75,Trenton,New Jersey,Miami Vue
2024-02-07,8.0,Trenton,New Jersey,Miami Vue
2024-02-07,126.18,Jersey City,New Jersey,Miami Vue
2024-02-07,263.88,Clifton,New Jersey,Miami Vue
2024-02-07,1275.44,Clifton,New Jersey,Miami Vue
2024-02-07,223.8,Cape May,New Jersey,Miami Vue
2024-02-07,837.28,Bangor,Maine,Erbayne Middleton
2024-02-07,12.88,Bar Harbor,Maine,Erbayne Middleton
2024-02-07,66.0,Kennebunkport,Maine,Erbayne Middleton
2024-02-07,107.06,Lewiston,Maine,Erbayne Middleton
2024-02-07,69.9,Lewiston,Maine,Erbayne Middleton
2024-02-07,26.52,Lewiston,Maine,Erbayne Middleton
2024-02-07,12.0,Lewiston,Maine,Erbayne Middleton
2024-02-07,34.14,Bangor,Maine,Erbayne Middleton
2024-02-07,111.9,Orono,Maine,Erbayne Middleton
2024-02-07,12.12,South Portland,Maine,Erbayne Middleton
2024-02-07,119.28,Atlantic City,New Jersey,Miami Vue
2024-02-07,2.4,Atlantic City,New Jersey,Miami Vue
2024-02-07,223.8,Atlantic City,New Jersey,Miami Vue
2024-02-07,126.18,Bayonne,New Jersey,Miami Vue
2024-02-07,237.28,Cape May,New Jersey,Miami Vue
2024-02-07,12.88,Orono,Maine,Erbayne Middleton
2024-02-08,20.36,Hoboken,New Jersey,Miami Vue
2024-02-08,119.28,Montclair,New Jersey,Miami Vue
2024-02-08,75.42,Montclair,New Jersey,Miami Vue
2024-02-08,131.07,Montclair,New Jersey,Miami Vue
2024-02-08,6.52,Montclair,New Jersey,Miami Vue
2024-02-08,110.25,Morristown,New Jersey,Miami Vue
2024-02-08,27.61,New Brunswick,New Jersey,Miami Vue
2024-02-08,12.15,Newark,New Jersey,Miami Vue
2024-02-08,207.85,Newark,New Jersey,Miami Vue
2024-02-08,10.1,Newark,New Jersey,Miami Vue
2024-02-08,44.0,Passaic,New Jersey,Miami Vue
2024-02-08,20.36,Vineland,New Jersey,Miami Vue
2024-02-08,19.48,Vineland,New Jersey,Miami Vue
2024-02-08,122.21,Hoboken,New Jersey,Miami Vue
2024-02-08,837.28,Newark,New Jersey,Miami Vue
2024-02-08,65.5,Hoboken,New Jersey,Miami Vue
2024-02-08,52.9,Hackensack,New Jersey,Miami Vue
2024-02-08,4.0,Bangor,Maine,Erbayne Middleton
2024-02-08,57.7,Hackensack,New Jersey,Miami Vue
2024-02-08,2.4,Bar Harbor,Maine,Erbayne Middleton
2024-02-08,13.0,Kennebunkport,Maine,Erbayne Middleton
2024-02-08,9.09,Lewiston,Maine,Erbayne Middleton
2024-02-08,1717.7,South Portland,Maine,Erbayne Middleton
2024-02-08,61.14,South Portland,Maine,Erbayne Middleton
2024-02-08,12.7,Orono,Maine,Erbayne Middleton
2024-02-08,17.7,Cape May,New Jersey,Miami Vue
2024-02-08,136.12,East Orange,New Jersey,Miami Vue
2024-02-08,326.28,East Orange,New Jersey,Miami Vue
2024-02-08,19.36,East Orange,New Jersey,Miami Vue
2024-02-08,61.14,East Orange,New Jersey,Miami Vue
2024-02-08,1291.71,Hackensack,New Jersey,Miami Vue
2024-02-08,24.28,South Portland,Maine,Erbayne Middleton
2024-02-09,33.1,Montclair,New Jersey,Miami Vue
2024-02-09,14.0,East Orange,New Jersey,Miami Vue
2024-02-09,6.02,Hackensack,New Jersey,Miami Vue
2024-02-09,102.09,Hoboken,New Jersey,Miami Vue
2024-02-09,17.7,Jersey City,New Jersey,Miami Vue
2024-02-09,1717.7,Morristown,New Jersey,Miami Vue
2024-02-09,346.68,East Orange,New Jersey,Miami Vue
2024-02-09,44.5,Newark,New Jersey,Miami Vue
2024-02-09,4.32,Passaic,New Jersey,Miami Vue
2024-02-09,126.18,Trenton,New Jersey,Miami Vue
2024-02-09,61.14,Trenton,New Jersey,Miami Vue
2024-02-09,28.69,Vineland,New Jersey,Miami Vue
2024-02-09,50.96,Morristown,New Jersey,Miami Vue
2024-02-09,622.32,East Orange,New Jersey,Miami Vue
2024-02-09,26.52,Lewiston,Maine,Erbayne Middleton
2024-02-09,44.5,Clifton,New Jersey,Miami Vue
2024-02-09,17.7,Bangor,Maine,Erbayne Middleton
2024-02-09,28.92,Bar Harbor,Maine,Erbayne Middleton
2024-02-09,6.52,Clifton,New Jersey,Miami Vue
2024-02-09,107.06,Lewiston,Maine,Erbayne Middleton
2024-02-09,17.7,Lewiston,Maine,Erbayne Middleton
2024-02-09,238.56,South Portland,Maine,Erbayne Middleton
2024-02-09,19.48,Bar Harbor,Maine,Erbayne Middleton
2024-02-09,74.28,Atlantic City,New Jersey,Miami Vue
2024-02-09,28.92,Atlantic City,New Jersey,Miami Vue
2024-02-09,9.95,Bayonne,New Jersey,Miami Vue
2024-02-09,1376.44,Cape May,New Jersey,Miami Vue
2024-02-09,28.92,Clifton,New Jersey,Miami Vue
2024-02-09,33.1,South Portland,Maine,Erbayne Middleton
2024-02-10,1294.3,Vineland,New Jersey,Miami Vue
2024-02-10,206.16,Trenton,New Jersey,Miami Vue
2024-02-10,144.4,Trenton,New Jersey,Miami Vue
2024-02-10,12.3,New Brunswick,New Jersey,Miami Vue
2024-02-10,7.85,Montclair,New Jersey,Miami Vue
2024-02-10,39.75,Montclair,New Jersey,Miami Vue
2024-02-10,114.71,Jersey City,New Jersey,Miami Vue
2024-02-10,7.85,Cape May,New Jersey,Miami Vue
2024-02-10,206.16,Bayonne,New Jersey,Miami Vue
2024-02-10,28.92,South Portland,Maine,Erbayne Middleton
2024-02-10,28.69,Atlantic City,New Jersey,Miami Vue
2024-02-10,171.9,Orono,Maine,Erbayne Middleton
2024-02-10,187.25,Lewiston,Maine,Erbayne Middleton
2024-02-10,2.88,Kennebunkport,Maine,Erbayne Middleton
2024-02-10,1291.71,Kennebunkport,Maine,Erbayne Middleton
2024-02-10,12.0,Bar Harbor,Maine,Erbayne Middleton
2024-02-10,1376.44,Bar Harbor,Maine,Erbayne Middleton
2024-02-10,166.0,Bangor,Maine,Erbayne Middleton
2024-02-10,254.9,Bayonne,New Jersey,Miami Vue
2024-02-11,12.7,Montclair,New Jersey,Miami Vue
2024-02-11,57.12,New Brunswick,New Jersey,Miami Vue
2024-02-11,16.6,New Brunswick,New Jersey,Miami Vue
2024-02-11,6.02,New Brunswick,New Jersey,Miami Vue
2024-02-11,10.1,Trenton,New Jersey,Miami Vue
2024-02-11,28.92,Newark,New Jersey,Miami Vue
2024-02-11,144.0,Passaic,New Jersey,Miami Vue
2024-02-11,52.96,Passaic,New Jersey,Miami Vue
2024-02-11,40.55,Montclair,New Jersey,Miami Vue
2024-02-11,237.28,Newark,New Jersey,Miami Vue
2024-02-11,71.8,Jersey City,New Jersey,Miami Vue
2024-02-11,57.12,Atlantic City,New Jersey,Miami Vue
2024-02-11,114.71,Jersey City,New Jersey,Miami Vue
2024-02-11,27.52,Bangor,Maine,Erbayne Middleton
2024-02-11,2.4,Bangor,Maine,Erbayne Middleton
2024-02-11,65.5,South Portland,Maine,Erbayne Middleton
2024-02-11,57.12,Jersey City,New Jersey,Miami Vue
2024-02-11,2.4,Kennebunkport,Maine,Erbayne Middleton
2024-02-11,132.3,East Orange,New Jersey,Miami Vue
2024-02-11,1061.14,Hoboken,New Jersey,Miami Vue
2024-02-11,40.55,Hoboken,New Jersey,Miami Vue
2024-02-11,126.18,Jersey City,New Jersey,Miami Vue
2024-02-11,26.4,Cape May,New Jersey,Miami Vue
2024-02-12,12.0,Morristown,New Jersey,Miami Vue
2024-02-12,76.36,Jersey City,New Jersey,Miami Vue
2024-02-12,33.13,Jersey City,New Jersey,Miami Vue
2024-02-12,715.0,Montclair,New Jersey,Miami Vue
2024-02-12,14.6,Morristown,New Jersey,Miami Vue
2024-02-12,44.5,Morristown,New Jersey,Miami Vue
2024-02-12,28.88,Newark,New Jersey,Miami Vue
2024-02-12,19.48,Trenton,New Jersey,Miami Vue
2024-02-12,14.6,Newark,New Jersey,Miami Vue
2024-02-12,17.7,Newark,New Jersey,Miami Vue
2024-02-12,57.12,Trenton,New Jersey,Miami Vue
2024-02-12,14.6,Hoboken,New Jersey,Miami Vue
2024-02-12,19.36,Vineland,New Jersey,Miami Vue
2024-02-12,19.36,Vineland,New Jersey,Miami Vue
2024-02-12,272.24,Newark,New Jersey,Miami Vue
2024-02-12,20.36,Hackensack,New Jersey,Miami Vue
2024-02-12,119.28,Jersey City,New Jersey,Miami Vue
2024-02-12,1291.71,Hackensack,New Jersey,Miami Vue
2024-02-12,2.88,Hackensack,New Jersey,Miami Vue
2024-02-12,7.85,Bangor,Maine,Erbayne Middleton
2024-02-12,253.4,Bar Harbor,Maine,Erbayne Middleton
2024-02-12,17.7,Bar Harbor,Maine,Erbayne Middleton
2024-02-12,10.16,Bar Harbor,Maine,Erbayne Middleton
2024-02-12,187.44,Orono,Maine,Erbayne Middleton
2024-02-12,8.45,Orono,Maine,Erbayne Middleton
2024-02-12,20.36,South Portland,Maine,Erbayne Middleton
2024-02-12,120.82,Bangor,Maine,Erbayne Middleton
2024-02-12,108.33,Bayonne,New Jersey,Miami Vue
2024-02-12,801.88,Cape May,New Jersey,Miami Vue
2024-02-12,57.7,Cape May,New Jersey,Miami Vue
2024-02-12,19.36,Clifton,New Jersey,Miami Vue
2024-02-12,20.36,East Orange,New Jersey,Miami Vue
2024-02-12,61.14,East Orange,New Jersey,Miami Vue
2024-02-12,12.0,South Portland,Maine,Erbayne Middleton
2024-02-13,44.5,Jersey City,New Jersey,Miami Vue
2024-02-13,1257.12,Morristown,New Jersey,Miami Vue
